type,typeCode,title
subcategory,P74.5,"Transitory tyrosinaemia of newborn"
subcategory,P74.8,"Other transitory metabolic disturbances of newborn"
subcategory,P74.9,"Transitory metabolic disturbance of newborn, unspecified"
category,P75,"Meconium ileus in cystic fibrosis"
subcategory,P76.0,"Meconium plug syndrome"
subcategory,P76.1,"Transitory ileus of newborn"
subcategory,P76.2,"Intestinal obstruction due to inspissated milk"
subcategory,P76.8,"Other specified intestinal obstruction of newborn"
subcategory,P76.9,"Intestinal obstruction of newborn, unspecified"
category,P77,"Necrotizing enterocolitis of fetus and newborn"
subcategory,P78.0,"Perinatal intestinal perforation"
subcategory,P78.1,"Other neonatal peritonitis"
subcategory,P78.2,"Neonatal haematemesis and melaena due to swallowed maternal blood"
subcategory,P78.3,"Noninfective neonatal diarrhoea"
subcategory,P78.8,"Other specified perinatal digestive system disorders"
subcategory,P78.9,"Perinatal digestive system disorder, unspecified"
subcategory,P80.0,"Cold injury syndrome"
subcategory,P80.8,"Other hypothermia of newborn"
subcategory,P80.9,"Hypothermia of newborn, unspecified"
subcategory,P81.0,"Environmental hyperthermia of newborn"
subcategory,P81.8,"Other specified disturbances of temperature regulation of newborn"
subcategory,P81.9,"Disturbance of temperature regulation of newborn, unspecified"
subcategory,P83.0,"Sclerema neonatorum"
subcategory,P83.1,"Neonatal erythema toxicum"
subcategory,P83.2,"Hydrops fetalis not due to haemolytic disease"
subcategory,P83.3,"Other and unspecified oedema specific to fetus and newborn"
subcategory,P83.4,"Breast engorgement of newborn"
subcategory,P83.5,"Congenital hydrocele"
subcategory,P83.6,"Umbilical polyp of newborn"
subcategory,P83.8,"Other specified conditions of integument specific to fetus and newborn"
subcategory,P83.9,"Condition of integument specific to fetus and newborn, unspecified"
category,P90,"Convulsions of newborn"
subcategory,P91.0,"Neonatal cerebral ischaemia"
subcategory,P91.1,"Acquired periventricular cysts of newborn"
subcategory,P91.2,"Neonatal cerebral leukomalacia"
subcategory,P91.3,"Neonatal cerebral irritability"
subcategory,P91.4,"Neonatal cerebral depression"
subcategory,P91.5,"Neonatal coma"
subcategory,P91.6,"Hypoxic ischaemic encephalopathy of newborn"
subcategory,P91.7,"Acquired hydrocephalus of newborn"
subcategory,P91.8,"Other specified disturbances of cerebral status of newborn"
subcategory,P91.9,"Disturbance of cerebral status of newborn, unspecified"
subcategory,P92.0,"Vomiting in newborn"
subcategory,P92.1,"Regurgitation and rumination in newborn"
subcategory,P92.2,"Slow feeding of newborn"
subcategory,P92.3,"Underfeeding of newborn"
subcategory,P92.4,"Overfeeding of newborn"
subcategory,P92.5,"Neonatal difficulty in feeding at breast"
subcategory,P92.8,"Other feeding problems of newborn"
subcategory,P92.9,"Feeding problem of newborn, unspecified"
category,P93,"Reactions and intoxications due to drugs administered to fetus and newborn"
subcategory,P94.0,"Transient neonatal myasthenia gravis"
subcategory,P94.1,"Congenital hypertonia"
subcategory,P94.2,"Congenital hypotonia"
subcategory,P94.8,"Other disorders of muscle tone of newborn"
subcategory,P94.9,"Disorder of muscle tone of newborn, unspecified"
category,P95,"Fetal death of unspecified cause"
subcategory,P96.0,"Congenital renal failure"
subcategory,P96.1,"Neonatal withdrawal symptoms from maternal use of drugs of addiction"
subcategory,P96.2,"Withdrawal symptoms from therapeutic use of drugs in newborn"
subcategory,P96.3,"Wide cranial sutures of newborn"
subcategory,P96.4,"Termination of pregnancy, affecting fetus and newborn"
subcategory,P96.5,"Complications of intrauterine procedures, not elsewhere classified"
subcategory,P96.8,"Other specified conditions originating in the perinatal period"
subcategory,P96.9,"Condition originating in the perinatal period, unspecified"
subcategory,O00.0,"Abdominal pregnancy"
subcategory,O00.1,"Tubal pregnancy"
subcategory,O00.2,"Ovarian pregnancy"
subcategory,O00.8,"Other ectopic pregnancy"
subcategory,O00.9,"Ectopic pregnancy, unspecified"
subcategory,O01.0,"Classical hydatidiform mole"
subcategory,O01.1,"Incomplete and partial hydatidiform mole"
subcategory,O01.9,"Hydatidiform mole, unspecified"
subcategory,O02.0,"Blighted ovum and nonhydatidiform mole"
subcategory,O02.1,"Missed abortion"
subcategory,O02.8,"Other specified abnormal products of conception"
subcategory,O02.9,"Abnormal product of conception, unspecified"
modifiedcategory,O03,"Spontaneous abortion : incomplete, complicated by delayed or excessive haemorrhage"
modifiedcategory,O04,"Medical abortion : incomplete, complicated by genital tract and pelvic infection"
modifiedcategory,O05,"Other abortion : incomplete, complicated by genital tract and pelvic infection"
modifiedcategory,O06,"Unspecified abortion : incomplete, complicated by delayed or excessive haemorrhage"
subcategory,O07.0,"Failed medical abortion, complicated by genital tract and pelvic infection"
subcategory,O07.1,"Failed medical abortion, complicated by delayed or excessive haemorrhage"
subcategory,O07.2,"Failed medical abortion, complicated by embolism"
subcategory,O07.3,"Failed medical abortion, with other and unspecified complications"
subcategory,O07.4,"Failed medical abortion, without complication"
subcategory,O07.5,"Other and unspecified failed attempted abortion, complicated by genital tract and pelvic infection"
subcategory,O07.6,"Other and unspecified failed attempted abortion, complicated by delayed or excessive haemorrhage"
subcategory,O07.7,"Other and unspecified failed attempted abortion, complicated by embolism"
subcategory,O07.8,"Other and unspecified failed attempted abortion, with other and unspecified complications"
subcategory,O07.9,"Other and unspecified failed attempted abortion, without complication"
subcategory,O08.0,"Genital tract and pelvic infection following abortion and ectopic and molar pregnancy"
subcategory,O08.1,"Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy"
subcategory,O08.2,"Embolism following abortion and ectopic and molar pregnancy"
subcategory,O08.3,"Shock following abortion and ectopic and molar pregnancy"
subcategory,O08.4,"Renal failure following abortion and ectopic and molar pregnancy"
subcategory,O08.5,"Metabolic disorders following abortion and ectopic and molar pregnancy"
subcategory,O08.6,"Damage to pelvic organs and tissues following abortion and ectopic and molar pregnancy"
subcategory,O08.7,"Other venous complications following abortion and ectopic and molar pregnancy"
subcategory,O08.8,"Other complications following abortion and ectopic and molar pregnancy"
subcategory,O08.9,"Complication following abortion and ectopic and molar pregnancy, unspecified"
subcategory,O10.0,"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium"
subcategory,O10.1,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium"
subcategory,O10.2,"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium"
subcategory,O10.3,"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium"
subcategory,O10.4,"Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium"
subcategory,O10.9,"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium"
category,O11,"Pre-eclampsia superimposed on chronic hypertension"
subcategory,O12.0,"Gestational oedema"
subcategory,O12.1,"Gestational proteinuria"
subcategory,O12.2,"Gestational oedema with proteinuria"
category,O13,"Gestational [pregnancy-induced] hypertension"
subcategory,O14.0,"Mild to moderate pre-eclampsia"
subcategory,O14.1,"Severe pre-eclampsia"
subcategory,O14.2,"HELLP syndrome"
subcategory,O14.9,"Pre-eclampsia, unspecified"
subcategory,O15.0,"Eclampsia in pregnancy"
subcategory,O15.1,"Eclampsia in labour"
subcategory,O15.2,"Eclampsia in the puerperium"
subcategory,O15.9,"Eclampsia, unspecified as to time period"
category,O16,"Unspecified maternal hypertension"
subcategory,O20.0,"Threatened abortion"
subcategory,O20.8,"Other haemorrhage in early pregnancy"
subcategory,O20.9,"Haemorrhage in early pregnancy, unspecified"
subcategory,O21.0,"Mild hyperemesis gravidarum"
subcategory,O21.1,"Hyperemesis gravidarum with metabolic disturbance"
subcategory,O21.2,"Late vomiting of pregnancy"
subcategory,O21.8,"Other vomiting complicating pregnancy"
subcategory,O21.9,"Vomiting of pregnancy, unspecified"
subcategory,O22.0,"Varicose veins of lower extremity in pregnancy"
subcategory,O22.1,"Genital varices in pregnancy"
subcategory,O22.2,"Superficial thrombophlebitis in pregnancy"
subcategory,O22.3,"Deep phlebothrombosis in pregnancy"
subcategory,O22.4,"Haemorrhoids in pregnancy"
subcategory,O22.5,"Cerebral venous thrombosis in pregnancy"
subcategory,O22.8,"Other venous complications in pregnancy"
subcategory,O22.9,"Venous complication in pregnancy, unspecified"
subcategory,O23.0,"Infections of kidney in pregnancy"
subcategory,O23.1,"Infections of bladder in pregnancy"
subcategory,O23.2,"Infections of urethra in pregnancy"
subcategory,O23.3,"Infections of other parts of urinary tract in pregnancy"
subcategory,O23.4,"Unspecified infection of urinary tract in pregnancy"
subcategory,O23.5,"Infections of the genital tract in pregnancy"
subcategory,O23.9,"Other and unspecified genitourinary tract infection in pregnancy"
subcategory,O24.0,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, insulin-dependent"
subcategory,O24.1,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, non-insulin-dependent"
subcategory,O24.2,"Diabetes mellitus in pregnancy: Pre-existing malnutrition-related diabetes mellitus"
subcategory,O24.3,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, unspecified"
subcategory,O24.4,"Diabetes mellitus arising in pregnancy"
subcategory,O24.9,"Diabetes mellitus in pregnancy, unspecified"
category,O25,"Malnutrition in pregnancy"
subcategory,O26.0,"Excessive weight gain in pregnancy"
subcategory,O26.1,"Low weight gain in pregnancy"
subcategory,O26.2,"Pregnancy care of habitual aborter"
subcategory,O26.3,"Retained intrauterine contraceptive device in pregnancy"
subcategory,O26.4,"Herpes gestationis"
subcategory,O26.5,"Maternal hypotension syndrome"
subcategory,O26.6,"Liver disorders in pregnancy, childbirth and the puerperium"
subcategory,O26.7,"Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium"
subcategory,O26.8,"Other specified pregnancy-related conditions"
subcategory,O26.9,"Pregnancy-related condition, unspecified"
subcategory,O28.0,"Abnormal haematological finding on antenatal screening of mother"
subcategory,O28.1,"Abnormal biochemical finding on antenatal screening of mother"
subcategory,O28.2,"Abnormal cytological finding on antenatal screening of mother"
subcategory,O28.3,"Abnormal ultrasonic finding on antenatal screening of mother"
subcategory,O28.4,"Abnormal radiological finding on antenatal screening of mother"
subcategory,O28.5,"Abnormal chromosomal and genetic finding on antenatal screening of mother"
subcategory,O28.8,"Other abnormal findings on antenatal screening of mother"
subcategory,O28.9,"Abnormal finding on antenatal screening of mother, unspecified"
subcategory,O29.0,"Pulmonary complications of anaesthesia during pregnancy"
subcategory,O29.1,"Cardiac complications of anaesthesia during pregnancy"
subcategory,O29.2,"Central nervous system complications of anaesthesia during pregnancy"
subcategory,O29.3,"Toxic reaction to local anaesthesia during pregnancy"
subcategory,O29.4,"Spinal and epidural anaesthesia-induced headache during pregnancy"
subcategory,O29.5,"Other complications of spinal and epidural anaesthesia during pregnancy"
subcategory,O29.6,"Failed or difficult intubation during pregnancy"
subcategory,O29.8,"Other complications of anaesthesia during pregnancy"
subcategory,O29.9,"Complication of anaesthesia during pregnancy, unspecified"
subcategory,O30.0,"Twin pregnancy"
subcategory,O30.1,"Triplet pregnancy"
subcategory,O30.2,"Quadruplet pregnancy"
subcategory,O30.8,"Other multiple gestation"
subcategory,O30.9,"Multiple gestation, unspecified"
subcategory,O31.0,"Papyraceous fetus"
subcategory,O31.1,"Continuing pregnancy after abortion of one fetus or more"
subcategory,O31.2,"Continuing pregnancy after intrauterine death of one fetus or more"
subcategory,O31.8,"Other complications specific to multiple gestation"
subcategory,O32.0,"Maternal care for unstable lie"
subcategory,O32.1,"Maternal care for breech presentation"
subcategory,O32.2,"Maternal care for transverse and oblique lie"
subcategory,O32.3,"Maternal care for face, brow and chin presentation"
subcategory,O32.4,"Maternal care for high head at term"
subcategory,O32.5,"Maternal care for multiple gestation with malpresentation of one fetus or more"
subcategory,O32.6,"Maternal care for compound presentation"
subcategory,O32.8,"Maternal care for other malpresentation of fetus"
subcategory,O32.9,"Maternal care for malpresentation of fetus, unspecified"
subcategory,O33.0,"Maternal care for disproportion due to deformity of maternal pelvic bones"
subcategory,O33.1,"Maternal care for disproportion due to generally contracted pelvis"
subcategory,O33.2,"Maternal care for disproportion due to inlet contraction of pelvis"
subcategory,O33.3,"Maternal care for disproportion due to outlet contraction of pelvis"
subcategory,O33.4,"Maternal care for disproportion of mixed maternal and fetal origin"
subcategory,O33.5,"Maternal care for disproportion due to unusually large fetus"
subcategory,O33.6,"Maternal care for disproportion due to hydrocephalic fetus"
subcategory,O33.7,"Maternal care for disproportion due to other fetal deformities"
subcategory,O33.8,"Maternal care for disproportion of other origin"
subcategory,O33.9,"Maternal care for disproportion, unspecified"
subcategory,O34.0,"Maternal care for congenital malformation of uterus"
subcategory,O34.1,"Maternal care for tumour of corpus uteri"
subcategory,O34.2,"Maternal care due to uterine scar from previous surgery"
subcategory,O34.3,"Maternal care for cervical incompetence"
subcategory,O34.4,"Maternal care for other abnormalities of cervix"
subcategory,O34.5,"Maternal care for other abnormalities of gravid uterus"
subcategory,O34.6,"Maternal care for abnormality of vagina"
subcategory,O34.7,"Maternal care for abnormality of vulva and perineum"
subcategory,O34.8,"Maternal care for other abnormalities of pelvic organs"
subcategory,O34.9,"Maternal care for abnormality of pelvic organ, unspecified"
subcategory,O35.0,"Maternal care for (suspected) central nervous system malformation in fetus"
subcategory,O35.1,"Maternal care for (suspected) chromosomal abnormality in fetus"
subcategory,O35.2,"Maternal care for (suspected) hereditary disease in fetus"
subcategory,O35.3,"Maternal care for (suspected) damage to fetus from viral disease in mother"
subcategory,O35.4,"Maternal care for (suspected) damage to fetus from alcohol"
subcategory,O35.5,"Maternal care for (suspected) damage to fetus by drugs"
subcategory,O35.6,"Maternal care for (suspected) damage to fetus by radiation"
subcategory,O35.7,"Maternal care for (suspected) damage to fetus by other medical procedures"
subcategory,O35.8,"Maternal care for other (suspected) fetal abnormality and damage"
subcategory,O35.9,"Maternal care for (suspected) fetal abnormality and damage, unspecified"
subcategory,O36.0,"Maternal care for rhesus isoimmunization"
subcategory,O36.1,"Maternal care for other isoimmunization"
subcategory,O36.2,"Maternal care for hydrops fetalis"
subcategory,O36.3,"Maternal care for signs of fetal hypoxia"
subcategory,O36.4,"Maternal care for intrauterine death"
subcategory,O36.5,"Maternal care for poor fetal growth"
subcategory,O36.6,"Maternal care for excessive fetal growth"
subcategory,O36.7,"Maternal care for viable fetus in abdominal pregnancy"
subcategory,O36.8,"Maternal care for other specified fetal problems"
subcategory,O36.9,"Maternal care for fetal problem, unspecified"
category,O40,"Polyhydramnios"
subcategory,O41.0,"Oligohydramnios"
subcategory,O41.1,"Infection of amniotic sac and membranes"
subcategory,O41.8,"Other specified disorders of amniotic fluid and membranes"
subcategory,O41.9,"Disorder of amniotic fluid and membranes, unspecified"
subcategory,O42.0,"Premature rupture of membranes, onset of labour within 24 hours"
subcategory,O42.1,"Premature rupture of membranes, onset of labour after 24 hours"
subcategory,O42.2,"Premature rupture of membranes, labour delayed by therapy"
subcategory,O42.9,"Premature rupture of membranes, unspecified"
subcategory,O43.0,"Placental transfusion syndromes"
subcategory,O43.1,"Malformation of placenta"
subcategory,O43.2,"Morbidly adherent placenta"
subcategory,O43.8,"Other placental disorders"
subcategory,O43.9,"Placental disorder, unspecified"
subcategory,O44.0,"Placenta praevia specified as without haemorrhage"
subcategory,O44.1,"Placenta praevia with haemorrhage"
subcategory,O45.0,"Premature separation of placenta with coagulation defect"
subcategory,O45.8,"Other premature separation of placenta"
subcategory,O45.9,"Premature separation of placenta, unspecified"
subcategory,O46.0,"Antepartum haemorrhage with coagulation defect"
subcategory,O46.8,"Other antepartum haemorrhage"
subcategory,O46.9,"Antepartum haemorrhage, unspecified"
subcategory,O47.0,"False labour before 37 completed weeks of gestation"
subcategory,O47.1,"False labour at or after 37 completed weeks of gestation"
subcategory,O47.9,"False labour, unspecified"
category,O48,"Prolonged pregnancy"
subcategory,O60.0,"Preterm labour without delivery"
subcategory,O60.1,"Preterm spontaneous labour with preterm delivery"
subcategory,O60.2,"Preterm spontaneous labour with term delivery"
subcategory,O60.3,"Preterm delivery without spontaneous labour"
subcategory,O61.0,"Failed medical induction of labour"
subcategory,O61.1,"Failed instrumental induction of labour"
subcategory,O61.8,"Other failed induction of labour"
subcategory,O61.9,"Failed induction of labour, unspecified"
subcategory,O62.0,"Primary inadequate contractions"
subcategory,O62.1,"Secondary uterine inertia"
subcategory,O62.2,"Other uterine inertia"
subcategory,O62.3,"Precipitate labour"
subcategory,O62.4,"Hypertonic, incoordinate, and prolonged uterine contractions"
subcategory,O62.8,"Other abnormalities of forces of labour"
subcategory,O62.9,"Abnormality of forces of labour, unspecified"
subcategory,O63.0,"Prolonged first stage (of labour)"
subcategory,O63.1,"Prolonged second stage (of labour)"
subcategory,O63.2,"Delayed delivery of second twin, triplet, etc."
subcategory,O63.9,"Long labour, unspecified"
subcategory,O64.0,"Obstructed labour due to incomplete rotation of fetal head"
subcategory,O64.1,"Obstructed labour due to breech presentation"
subcategory,O64.2,"Obstructed labour due to face presentation"
subcategory,O64.3,"Obstructed labour due to brow presentation"
subcategory,O64.4,"Obstructed labour due to shoulder presentation"
subcategory,O64.5,"Obstructed labour due to compound presentation"
subcategory,O64.8,"Obstructed labour due to other malposition and malpresentation"
subcategory,O64.9,"Obstructed labour due to malposition and malpresentation, unspecified"
subcategory,O65.0,"Obstructed labour due to deformed pelvis"
subcategory,O65.1,"Obstructed labour due to generally contracted pelvis"
subcategory,O65.2,"Obstructed labour due to pelvic inlet contraction"
subcategory,O65.3,"Obstructed labour due to pelvic outlet and mid-cavity contraction"
subcategory,O65.4,"Obstructed labour due to fetopelvic disproportion, unspecified"
subcategory,O65.5,"Obstructed labour due to abnormality of maternal pelvic organs"
subcategory,O65.8,"Obstructed labour due to other maternal pelvic abnormalities"
subcategory,O65.9,"Obstructed labour due to maternal pelvic abnormality, unspecified"
subcategory,O66.0,"Obstructed labour due to shoulder dystocia"
subcategory,O66.1,"Obstructed labour due to locked twins"
subcategory,O66.2,"Obstructed labour due to unusually large fetus"
subcategory,O66.3,"Obstructed labour due to other abnormalities of fetus"
subcategory,O66.4,"Failed trial of labour, unspecified"
subcategory,O66.5,"Failed application of vacuum extractor and forceps, unspecified"
subcategory,O66.8,"Other specified obstructed labour"
subcategory,O66.9,"Obstructed labour, unspecified"
subcategory,O67.0,"Intrapartum haemorrhage with coagulation defect"
subcategory,O67.8,"Other intrapartum haemorrhage"
subcategory,O67.9,"Intrapartum haemorrhage, unspecified"
subcategory,O68.0,"Labour and delivery complicated by fetal heart rate anomaly"
subcategory,O68.1,"Labour and delivery complicated by meconium in amniotic fluid"
subcategory,O68.2,"Labour and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid"
subcategory,O68.3,"Labour and delivery complicated by biochemical evidence of fetal stress"
subcategory,O68.8,"Labour and delivery complicated by other evidence of fetal stress"
subcategory,O68.9,"Labour and delivery complicated by fetal stress, unspecified"
subcategory,O69.0,"Labour and delivery complicated by prolapse of cord"
subcategory,O69.1,"Labour and delivery complicated by cord around neck, with compression"
subcategory,O69.2,"Labour and delivery complicated by other cord entanglement, with compression"
subcategory,O69.3,"Labour and delivery complicated by short cord"
subcategory,O69.4,"Labour and delivery complicated by vasa praevia"
subcategory,O69.5,"Labour and delivery complicated by vascular lesion of cord"
subcategory,O69.8,"Labour and delivery complicated by other cord complications"
subcategory,O69.9,"Labour and delivery complicated by cord complication, unspecified"
subcategory,O70.0,"First degree perineal laceration during delivery"
subcategory,O70.1,"Second degree perineal laceration during delivery"
subcategory,O70.2,"Third degree perineal laceration during delivery"
subcategory,O70.3,"Fourth degree perineal laceration during delivery"
subcategory,O70.9,"Perineal laceration during delivery, unspecified"
subcategory,O71.0,"Rupture of uterus before onset of labour"
subcategory,O71.1,"Rupture of uterus during labour"
subcategory,O71.2,"Postpartum inversion of uterus"
subcategory,O71.3,"Obstetric laceration of cervix"
subcategory,O71.4,"Obstetric high vaginal laceration"
subcategory,O71.5,"Other obstetric injury to pelvic organs"
subcategory,O71.6,"Obstetric damage to pelvic joints and ligaments"
subcategory,O71.7,"Obstetric haematoma of pelvis"
subcategory,O71.8,"Other specified obstetric trauma"
subcategory,O71.9,"Obstetric trauma, unspecified"
subcategory,O72.0,"Third-stage haemorrhage"
subcategory,O72.1,"Other immediate postpartum haemorrhage"
subcategory,O72.2,"Delayed and secondary postpartum haemorrhage"
subcategory,O72.3,"Postpartum coagulation defects"
subcategory,O73.0,"Retained placenta without haemorrhage"
subcategory,O73.1,"Retained portions of placenta and membranes, without haemorrhage"
subcategory,O74.0,"Aspiration pneumonitis due to anaesthesia during labour and delivery"
subcategory,O74.1,"Other pulmonary complications of anaesthesia during labour and delivery"
subcategory,O74.2,"Cardiac complications of anaesthesia during labour and delivery"
subcategory,O74.3,"Central nervous system complications of anaesthesia during labour and delivery"
subcategory,O74.4,"Toxic reaction to local anaesthesia during labour and delivery"
subcategory,O74.5,"Spinal and epidural anaesthesia-induced headache during labour and delivery"
subcategory,O74.6,"Other complications of spinal and epidural anaesthesia during labour and delivery"
subcategory,O74.7,"Failed or difficult intubation during labour and delivery"
subcategory,O74.8,"Other complications of anaesthesia during labour and delivery"
subcategory,O74.9,"Complication of anaesthesia during labour and delivery, unspecified"
subcategory,O75.0,"Maternal distress during labour and delivery"
subcategory,O75.1,"Shock during or following labour and delivery"
subcategory,O75.2,"Pyrexia during labour, not elsewhere classified"
subcategory,O75.3,"Other infection during labour"
subcategory,O75.4,"Other complications of obstetric surgery and procedures"
subcategory,O75.5,"Delayed delivery after artificial rupture of membranes"
subcategory,O75.6,"Delayed delivery after spontaneous or unspecified rupture of membranes"
subcategory,O75.7,"Vaginal delivery following previous caesarean section"
subcategory,O75.8,"Other specified complications of labour and delivery"
subcategory,O75.9,"Complication of labour and delivery, unspecified"
subcategory,O80.0,"Spontaneous vertex delivery"
subcategory,O80.1,"Spontaneous breech delivery"
subcategory,O80.8,"Other single spontaneous delivery"
subcategory,O80.9,"Single spontaneous delivery, unspecified"
subcategory,O81.0,"Low forceps delivery"
subcategory,O81.1,"Mid-cavity forceps delivery"
subcategory,O81.2,"Mid-cavity forceps with rotation"
subcategory,O81.3,"Other and unspecified forceps delivery"
subcategory,O81.4,"Vacuum extractor delivery"
subcategory,O81.5,"Delivery by combination of forceps and vacuum extractor"
subcategory,O82.0,"Delivery by elective caesarean section"
subcategory,O82.1,"Delivery by emergency caesarean section"
subcategory,O82.2,"Delivery by caesarean hysterectomy"
subcategory,O82.8,"Other single delivery by caesarean section"
subcategory,O82.9,"Delivery by caesarean section, unspecified"
subcategory,O83.0,"Breech extraction"
subcategory,O83.1,"Other assisted breech delivery"
subcategory,O83.2,"Other manipulation-assisted delivery"
subcategory,O83.3,"Delivery of viable fetus in abdominal pregnancy"
subcategory,O83.4,"Destructive operation for delivery"
subcategory,O83.8,"Other specified assisted single delivery"
subcategory,O83.9,"Assisted single delivery, unspecified"
subcategory,O84.0,"Multiple delivery, all spontaneous"
subcategory,O84.1,"Multiple delivery, all by forceps and vacuum extractor"
subcategory,O84.2,"Multiple delivery, all by caesarean section"
subcategory,O84.8,"Other multiple delivery"
subcategory,O84.9,"Multiple delivery, unspecified"
category,O85,"Puerperal sepsis"
subcategory,O86.0,"Infection of obstetric surgical wound"
subcategory,O86.1,"Other infection of genital tract following delivery"
subcategory,O86.2,"Urinary tract infection following delivery"
subcategory,O86.3,"Other genitourinary tract infections following delivery"
subcategory,O86.4,"Pyrexia of unknown origin following delivery"
subcategory,O86.8,"Other specified puerperal infections"
subcategory,O87.0,"Superficial thrombophlebitis in the puerperium"
subcategory,O87.1,"Deep phlebothrombosis in the puerperium"
subcategory,O87.2,"Haemorrhoids in the puerperium"
subcategory,O87.3,"Cerebral venous thrombosis in the puerperium"
subcategory,O87.8,"Other venous complications in the puerperium"
subcategory,O87.9,"Venous complication in the puerperium, unspecified"
subcategory,O88.0,"Obstetric air embolism"
subcategory,O88.1,"Amniotic fluid embolism"
subcategory,O88.2,"Obstetric blood-clot embolism"
subcategory,O88.3,"Obstetric pyaemic and septic embolism"
subcategory,O88.8,"Other obstetric embolism"
subcategory,O89.0,"Pulmonary complications of anaesthesia during the puerperium"
subcategory,O89.1,"Cardiac complications of anaesthesia during the puerperium"
subcategory,O89.2,"Central nervous system complications of anaesthesia during the puerperium"
subcategory,O89.3,"Toxic reaction to local anaesthesia during the puerperium"
subcategory,O89.4,"Spinal and epidural anaesthesia-induced headache during the puerperium"
subcategory,O89.5,"Other complications of spinal and epidural anaesthesia during the puerperium"
subcategory,O89.6,"Failed or difficult intubation during the puerperium"
subcategory,O89.8,"Other complications of anaesthesia during the puerperium"
subcategory,O89.9,"Complication of anaesthesia during the puerperium, unspecified"
subcategory,O90.0,"Disruption of caesarean section wound"
subcategory,O90.1,"Disruption of perineal obstetric wound"
subcategory,O90.2,"Haematoma of obstetric wound"
subcategory,O90.3,"Cardiomyopathy in the puerperium"
subcategory,O90.4,"Postpartum acute renal failure"
subcategory,O90.5,"Postpartum thyroiditis"
subcategory,O90.8,"Other complications of the puerperium, not elsewhere classified"
subcategory,O90.9,"Complication of the puerperium, unspecified"
subcategory,O91.0,"Infection of nipple associated with childbirth"
subcategory,O91.1,"Abscess of breast associated with childbirth"
subcategory,O91.2,"Nonpurulent mastitis associated with childbirth"
subcategory,O92.0,"Retracted nipple associated with childbirth"
subcategory,O92.1,"Cracked nipple associated with childbirth"
subcategory,O92.2,"Other and unspecified disorders of breast associated with childbirth"
subcategory,O92.3,"Agalactia"
subcategory,O92.4,"Hypogalactia"
subcategory,O92.5,"Suppressed lactation"
subcategory,O92.6,"Galactorrhoea"
subcategory,O92.7,"Other and unspecified disorders of lactation"
category,O94,"Sequelae of complication of pregnancy, childbirth and the puerperium"
category,O95,"Obstetric death of unspecified cause"
subcategory,O96.0,"Death from direct obstetric cause occurring more than 42 days but less than one year after delivery"
subcategory,O96.1,"Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery"
subcategory,O96.9,"Death from unspecified obstetric cause occurring more than 42 days but less than one year after delivery"
subcategory,O97.0,"Death from sequelae of direct obstetric cause"
subcategory,O97.1,"Death from sequelae of indirect obstetric cause"
subcategory,O97.9,"Death from sequelae of obstetric cause, unspecified"
subcategory,O98.0,"Tuberculosis complicating pregnancy, childbirth and the puerperium"
subcategory,O98.1,"Syphilis complicating pregnancy, childbirth and the puerperium"
subcategory,O98.2,"Gonorrhoea complicating pregnancy, childbirth and the puerperium"
subcategory,O98.3,"Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth and the puerperium"
subcategory,O98.4,"Viral hepatitis complicating pregnancy, childbirth and the puerperium"
subcategory,O98.5,"Other viral diseases complicating pregnancy, childbirth and the puerperium"
subcategory,O98.6,"Protozoal diseases complicating pregnancy, childbirth and the puerperium"
subcategory,O98.7,"Human immunodeficiency virus [HIV] disease complicating pregnancy, childbirth and the puerperium"
subcategory,O98.8,"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"
subcategory,O98.9,"Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium"
subcategory,O99.0,"Anaemia complicating pregnancy, childbirth and the puerperium"
subcategory,O99.1,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium"
subcategory,O99.2,"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium"
subcategory,O99.3,"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"
subcategory,O99.4,"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"
subcategory,O99.5,"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"
subcategory,O99.6,"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"
subcategory,O99.7,"Diseases of the skin and subcutaneous tissue complicating pregnancy, childbirth and the puerperium"
subcategory,O99.8,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"
