icd10code,symptoms
Q79.5,"abnormal skin pigmentation, hernias, joint hypermobility, soft skin texture, delayed wound healing"
Q79.6,"abdominal wall defect, protruding abdominal organs, thin membranous sac, visible umbilical cord vessels, risk of organ damage"
Q79.8,"abnormal skin folds, unusual body wall defects, skeletal deformities, limb malformations, congenital anomalies"
Q79.9,"abdominal wall defect, limb deformities, facial abnormalities, spinal curvature, developmental delay"
Q80.0,"blistering skin, fragile skin, skin peeling, redness, prone to infections"
Q80.1,"dry, scaly skin, thickened skin, cracking skin, restricted movement, risk of skin infections"
Q80.2,"skin blistering, fragile skin, skin erosions, delayed wound healing, scarring"
Q80.3,"blistering skin, fragile skin, skin peeling, nail abnormalities, scarring"
Q80.4,"blistering skin, fragile skin, skin erosions, delayed wound healing, risk of infections"
Q80.8,"dry skin, fragile skin, cracked skin, scaling, itching"
Q80.9,"dry skin, scaling, redness, thickened skin, itching"
Q81.0,"skin blistering, nail abnormalities, scarring, slow wound healing, palm and sole thickening"
Q81.1,"skin blistering, delayed wound healing, fragile skin, recurrent infections, scarring"
Q81.2,"blistering of skin, fragile skin, delayed wound healing, skin erosions, scarring"
Q81.8,"blister formation, skin fragility, delayed wound healing, scarring, milia formation"
Q81.9,"skin blistering, delayed wound healing, fragile skin, easy bruising, recurrent infections"
Q82.0,"hyperpigmented skin patches, hypopigmented skin patches, thickened skin, abnormal hair growth, vascular skin lesions"
Q82.1,"dry scaly skin, thickened skin, redness of the skin, skin cracking, abnormal skin shedding"
Q82.2,"abnormal skin pigmentation, fragile skin, recurrent skin infections, sensitivity to sunlight, delayed wound healing"
Q82.3,"congenital skin fragility, recurrent blisters, atrophic scarring, milia formation, nail abnormalities"
Q82.4,"abnormal skin pigmentation, thickened skin, fragile skin, recurring blisters, excessive scarring"
Q82.5,"fragile skin, recurrent blisters, skin erosions, nail dystrophy, mucosal lesions"
Q82.8,"skin fragility, hyperpigmentation, blistering, scarring, abnormal skin texture"
Q82.9,"abnormal skin texture, unusual pigmentation, skin fragility, recurrent skin infections, dermal scarring"
Q83.0,"swelling, tenderness, pain, palpable lumps, asymmetry"
Q83.1,"accessory nipple, supernumerary nipple, extra nipple tissue, nipple duplication, polythelia"
Q83.2,"nipple inversion, accessory nipple, underdeveloped nipples, supernumerary nipple, asymmetrical nipples"
Q83.3,"accessory nipple, breast tissue asymmetry, extra breast tissue, tenderness in accessory tissue, milk secretion from accessory nipple"
Q83.8,"breast hypoplasia, accessory breast tissue, inverted nipples, breast asymmetry, nipple hypoplasia"
Q83.9,"breast malformation, absent breast tissue, underdeveloped nipple, asymmetric breast growth, congenital chest deformity"
Q84.0,"abnormal hair texture, sparse hair, fragile hair, hair loss, abnormal hair growth"
Q84.1,"abnormal hair texture, sparse scalp hair, brittle hair, slow hair growth, patchy alopecia"
Q84.2,"abnormal hair growth, brittle hair, sparse hair, excessive hair shedding, hair shaft abnormalities"
Q84.3,"abnormal hair growth, sparse scalp hair, brittle hair, slow hair growth, patchy hair loss"
Q84.4,"abnormal hair growth, brittle hair, sparse hair, hair shaft abnormalities, alopecia"
Q84.5,"abnormal skin texture, skin fragility, abnormal hair distribution, patchy alopecia, unusual pigmentation"
Q84.6,"abnormal hair follicle development, sparse hair, brittle hair, slow hair growth, hair shaft abnormalities"
Q84.8,"abnormal hair growth, brittle nails, skin pigmentation anomalies, unusual skin texture, scalp abnormalities"
Q84.9,"abnormal skin texture, hair loss, nail deformities, unusual pigmentation, delayed wound healing"
Q85.0,"skin lesions, benign tumors, epilepsy, cognitive impairment, visual disturbances"
Q85.1,"skin lesions, benign tumors, seizures, vision problems, developmental delays"
Q85.8,"benign skin tumors, seizures, developmental delay, vision problems, hearing loss"
Q85.9,"skin lesions, neurological issues, benign tumors, vision problems, developmental delays"
Q86.0,"facial abnormalities, cleft lip, growth retardation, intellectual disability, limb malformations"
Q86.1,"facial abnormalities, limb malformations, growth retardation, intellectual disability, vision impairments"
Q86.2,"facial dysmorphism, intellectual disability, cleft palate, cardiac defects, limb anomalies"
Q86.8,"facial dysmorphism, intellectual disability, growth retardation, congenital anomalies, developmental delay"
Q87.0,"facial dysmorphism, growth retardation, intellectual disability, skeletal anomalies, congenital heart defects"
Q87.1,"short stature, intellectual disability, distinct facial features, skeletal abnormalities, delayed development"
Q87.2,"short stature, developmental delay, intellectual disability, facial dysmorphism, skeletal abnormalities"
Q87.3,"abnormal facial features, intellectual disability, growth deficiency, skeletal abnormalities, congenital heart defects"
Q87.4,"facial asymmetry, developmental delay, congenital anomalies, intellectual disability, growth retardation"
Q87.5,"short stature, intellectual disability, distinctive facial features, heart defects, skeletal abnormalities"
Q87.8,"facial dysmorphism, growth delay, congenital anomalies, developmental delay, intellectual disability"
Q89.0,"ambiguous genitalia, abnormal genital development, intersex characteristics, hormonal imbalances, atypical chromosomal patterns"
Q89.1,"abnormal organ location, situs inversus, heterotaxy, congenital anomalies, organ malrotation"
Q89.2,"abnormal organ position, malformed organs, missing organs, organ duplication, ambiguous genitalia"
Q89.3,"abnormal growth pattern, unusual facial features, developmental delays, asymmetry in body parts, distinctive physical anomalies"
Q89.4,"abnormal organ placement, situs inversus totalis, asymmetry in organ positioning, heterotaxy syndrome, disrupted embryological development"
Q89.7,"uncommon physical anomalies, growth deficits, intellectual disability, organ malfunctions, distinct craniofacial features"
Q89.8,"developmental delay, facial dysmorphism, skeletal abnormalities, organ malformation, growth retardation"
Q89.9,"rare congenital anomalies, unusual body structure abnormalities, developmental delays, unspecified genetic disorders, atypical organ development"
Q90.0,"intellectual disability, delayed development, distinctive facial features, low muscle tone, heart defects"
Q90.1,"mild to moderate intellectual disability, delayed development, distinct facial features, low muscle tone, short stature"
Q90.2,"intellectual disability, flat nasal bridge, upward-slanting eyes, small ears, single palmar crease"
Q90.9,"intellectual disability, flat facial profile, upward slanting eyes, short neck, hypotonia"
Q91.0,"severe intellectual disability, hypotonia, microcephaly, cleft lip/palate, heart defects"
Q91.1,"intellectual disability, distinctive facial features, skeletal abnormalities, growth retardation, underdeveloped muscles"
Q91.2,"delayed development, intellectual disability, low muscle tone, distinct facial features, heart abnormalities"
Q91.3,"distinct facial features, delayed growth, intellectual disability, heart defects, hypotonia"
Q91.4,"severe intellectual disability, distinct facial features, delayed development, heart defects, limb abnormalities"
Q91.5,"distinctive facial features, intellectual disability, growth delays, heart defects, skeletal abnormalities"
Q91.6,"severe intellectual disability, microcephaly, cleft lip/palate, heart defects, polydactyly"
Q91.7,"intellectual disability, growth retardation, facial abnormalities, congenital heart defects, skeletal deformities"
Q92.0,"delayed development, intellectual disability, distinct facial features, congenital heart defects, skeletal abnormalities"
Q92.1,"developmental delay, intellectual disability, craniofacial abnormalities, short stature, congenital heart defects"
Q92.2,"developmental delay, intellectual disability, hypotonia, distinctive facial features, congenital heart defects"
Q92.3,"developmental delays, intellectual disability, distinctive facial features, growth retardation, congenital anomalies"
Q92.4,"developmental delay, intellectual disability, distinctive facial features, skeletal abnormalities, heart defects"
Q92.5,"developmental delay, intellectual disability, distinct facial features, congenital anomalies, growth retardation"
Q92.6,"delayed development, intellectual disability, distinctive facial features, congenital heart defects, abnormal muscle tone"
Q92.7,"developmental delay, intellectual disability, distinct facial features, growth retardation, congenital anomalies"
Q92.8,"developmental delay, intellectual disability, physical malformations, growth abnormalities, distinct facial features"
Q92.9,"developmental delay, intellectual disability, distinct facial features, growth abnormalities, congenital malformations"
Q93.0,"intellectual disability, developmental delay, low muscle tone, distinct facial features, heart defects"
Q93.1,"delayed development, intellectual disability, distinctive facial features, heart defects, skeletal abnormalities"
Q93.2,"developmental delay, intellectual disability, growth retardation, distinctive facial features, congenital anomalies"
Q93.3,"distinctive facial features, developmental delays, intellectual disability, heart defects, cleft palate"
Q93.4,"developmental delay, intellectual disability, distinctive facial features, hypotonia, congenital heart defects"
Q93.5,"developmental delay, intellectual disability, distinct facial features, growth retardation, congenital abnormalities"
Q93.6,"intellectual disability, developmental delay, distinctive facial features, heart defects, skeletal abnormalities"
Q93.7,"developmental delays, intellectual disability, growth retardation, distinct facial features, heart defects"
Q93.8,"growth delays, intellectual disabilities, facial dysmorphism, heart defects, skeletal anomalies"
Q93.9,"developmental delay, intellectual disability, distinct facial features, growth retardation, congenital abnormalities"
Q95.0,"developmental delay, intellectual disability, hypotonia, speech difficulties, distinctive facial features"
Q95.1,"chromosomal imbalance, developmental delay, intellectual disability, congenital anomalies, growth retardation"
Q95.2,"chromosomal imbalance, developmental delays, intellectual disability, physical malformations, growth retardation"
Q95.3,"chromosomal imbalance signs, developmental delay, intellectual disability, congenital abnormalities, growth retardation"
Q95.4,"asymptomatic, infertility, developmental delays, intellectual disabilities, abnormal physical features"
Q95.5,"balanced translocation often asymptomatic, infertility, recurrent miscarriage, developmental delays, birth defects"
Q95.8,"chromosomal abnormalities, developmental delays, intellectual disability, facial dysmorphism, congenital anomalies"
Q95.9,"chromosomal abnormalities, developmental delays, intellectual disabilities, physical growth issues, congenital anomalies"
Q96.0,"short stature, webbed neck, lymphedema, low hairline, delayed puberty"
Q96.1,"short stature, intellectual disability, infertility, delayed puberty, webbed neck"
Q96.2,"short stature, gonadal dysgenesis, webbed neck, low-set ears, lymphedema of hands/feet"
Q96.3,"short stature, intellectual disability, gonadal dysgenesis, delayed puberty, infertility"
Q96.4,"short stature, delayed puberty, infertility, learning disabilities, facial dysmorphism"
Q96.8,"delayed development, learning disabilities, infertility, short stature, distinctive facial features"
Q96.9,"short stature, delayed puberty, infertility, learning difficulties, mild intellectual disability"
Q97.0,"short stature, webbed neck, lymphedema, low-set ears, widely spaced nipples"
Q97.1,"short stature, infertility, learning difficulties, delayed puberty, distinct facial features"
Q97.2,"short stature, delayed puberty, infertility, obesity, mild intellectual disability"
Q97.3,"short stature, developmental delay, intellectual disability, infertility, distinct facial features"
Q97.8,"short stature, infertility, developmental delays, learning disabilities, facial dysmorphism"
Q97.9,"short stature, delayed puberty, infertility, cognitive impairment, facial dysmorphism"
Q98.0,"short stature, webbed neck, low posterior hairline, lymphedema of hands/feet, widely spaced nipples"
Q98.1,"small testes, gynecomastia, reduced facial/body hair, infertility, tall stature"
Q98.2,"infertility, sparse body hair, small testes, decreased muscle mass, difficulty with sexual function"
Q98.3,"hypogonadism, infertility, small testes, gynecomastia, tall stature"
Q98.4,"infertility, small testes, gynecomastia, reduced facial hair, tall stature"
Q98.5,"small testes, infertility, gynecomastia, reduced muscle mass, delayed puberty"
Q98.6,"infertility, small testes, gynecomastia, reduced facial hair, tall stature"
Q98.7,"infertility, small testes, tall stature, gynecomastia, delayed puberty"
Q98.8,"infertility, delayed puberty, learning difficulties, small testes, tall stature with long limbs"
Q98.9,"decreased fertility, small testes, tall stature, learning difficulties, delayed puberty"
Q99.0,"developmental delay, intellectual disability, short stature, distinct facial features, infertility"
Q99.1,"short stature, intellectual disability, craniofacial anomalies, heart defects, skeletal abnormalities"
Q99.2,"delayed development, intellectual disability, distinct facial features, growth retardation, hypotonia"
Q99.8,"developmental delays, intellectual disability, growth abnormalities, facial dysmorphism, organ malformations"
Q99.9,"developmental delay, intellectual disability, speech impairment, facial abnormalities, growth retardation"
R00.0,"chest pain, palpitations, irregular heartbeat, rapid heartbeat, awareness of heartbeat"
R00.1,"irregular heartbeat, palpitations, skipped beats, fluttering sensation, rapid heart rhythm"
R00.2,"irregular heartbeat, palpitations, dizziness, shortness of breath, chest discomfort"
R00.3,"palpitations, rapid heartbeat, irregular heartbeat, chest discomfort, shortness of breath"
R00.8,"palpitations, irregular heartbeat, heart fluttering, abnormal heart sounds, skipped beats"
R01.0,"heart murmur, abnormal heart sounds, whooshing noise in heartbeat, irregular blood flow sounds"
R01.1,"heart murmur, irregular heartbeat, chest discomfort, shortness of breath, fatigue"
R01.2,"heart murmurs, restless pulse, irregular heartbeat, abnormal heart sounds, turbulent blood flow"
R02,"discoloration, foul odor, pain, swelling, numbness"
R03.0,"chest pain, fatigue, dizziness, shortness of breath, palpitations"
R03.1,"chest pain, shortness of breath, fatigue, dizziness, heart palpitations"
R04.0,"hemoptysis, coughing up blood, blood in sputum, pink-tinged mucus, frothy blood-streaked saliva"
R04.1,"hemoptysis, coughing up blood, blood-streaked sputum, chest discomfort, shortness of breath"
R04.2,"hemoptysis, coughing up blood, blood-streaked sputum, chest discomfort, shortness of breath"
R04.8,"coughing up blood, blood in sputum, nasal bleeding, throat bleeding"
R04.9,"coughing up blood, blood in sputum, throat irritation, chest discomfort, shortness of breath"
R05,"cough, dry cough, productive cough, frequent coughing, persistent cough"
R06.0,"shortness of breath, difficulty breathing, labored breathing, breathlessness, dyspnea"
R06.1,"shortness of breath, difficulty breathing, chest tightness, rapid breathing, labored breathing"
R06.2,"shortness of breath, difficulty breathing, labored breathing, feeling breathless, rapid breathing"
R06.3,"wheezing, shortness of breath, chest tightness, noisy breathing, difficulty exhaling"
R06.4,"shortness of breath, difficulty breathing, labored breathing, rapid breathing, shallow breathing"
R06.5,"shortness of breath, difficulty breathing, breathlessness, labored breathing, dyspnea"
R06.6,"dyspnea, labored breathing, difficulty breathing, shortness of breath, abnormal breathing pattern"
R06.7,"shortness of breath, rapid breathing, labored breathing, shallow breathing, difficulty breathing"
R06.8,"shortness of breath, chest tightness, labored breathing, rapid breathing, irregular breathing"
R07.0,"chest pain, pressure in chest, tightness in chest, discomfort in chest, pain radiating to upper body"
R07.1,"chest pain, pressure in the chest, discomfort in the chest, tightness in the chest, chest heaviness"
R07.2,"chest pain, discomfort in chest, pressure sensation in chest, tightness in chest, pain worsens with movement"
R07.3,"chest pain, tightness in chest, discomfort in chest, pressure in chest, pain radiating to arm"
R07.4,"chest pain, discomfort in chest, pressure in chest, tightness in chest, burning sensation in chest"
R09.0,"chest pain, tightness in chest, discomfort in chest, chest pressure, burning sensation in chest"
R09.1,"chest pain, tightness in chest, chest discomfort, squeezing chest sensation, pressure in chest"
R09.2,"shortness of breath, difficulty breathing, chest tightness, wheezing, rapid breathing"
R09.3,"chest tightness, difficulty breathing, chest pressure, discomfort in chest, sensation of suffocation"
R09.8,"chest tightness, wheezing, nasal flaring, shortness of breath, abnormal respiratory sounds"
R10.0,"upper abdominal pain, epigastric discomfort, bloating, nausea, tenderness in the upper abdomen"
R10.1,"upper abdominal pain, epigastric tenderness, discomfort in stomach area, burning sensation in upper abdomen"
R10.2,"pelvic pain, abdominal tenderness, lower abdominal discomfort, cramping sensation, pain during movement"
R10.3,"localized abdominal tenderness, pain upon touch, stiffness in abdomen, discomfort in a specific area, mild to severe sensitivity"
R10.4,"abdominal pain, cramping, discomfort, tenderness, nausea"
R11,"nausea, vomiting, retching, feeling of queasiness, regurgitation"
R12,"heartburn, burning sensation in the chest, acid regurgitation, indigestion, chest discomfort"
R13,"difficulty swallowing, choking sensation, pain while swallowing, feeling of food stuck in throat, regurgitation"
R14,"abdominal bloating, excessive gas, belching, flatulence, stomach discomfort"
R15,"involuntary stool leakage, frequent soiling, difficulty controlling bowels, stool staining of underwear, inability to delay defecation"
R16.0,"right upper quadrant pain, jaundice, abdominal distension, nausea, vomiting"
R16.1,"right upper quadrant pain, abdominal swelling, jaundice, nausea, vomiting"
R16.2,"abdominal swelling, hepatomegaly, liver enlargement, discomfort in the upper abdomen, feeling of fullness"
R17.0,"jaundice, yellow skin, yellow eyes, dark urine, pale stools"
R17.9,"jaundice, yellowing of skin, yellowing of eyes, dark urine, pale stools"
R18,"abdominal pain, bloating, nausea, loss of appetite, feeling of fullness"
R19.0,"abdominal pain, bloating, nausea, diarrhea, constipation"
R19.1,"abdominal tenderness, discomfort in abdomen, sensitivity upon palpation, localized abdominal pain, guarding of the abdomen"
R19.2,"abdominal tenderness, localized abdominal pain, abdominal guarding, peritoneal irritation, abdominal rigidity"
R19.3,"abdominal rigidity, abdominal stiffness, abdominal tenderness, increased muscle tone, board-like abdomen"
R19.4,"abdominal swelling, abdominal distension, bloating, feeling of fullness, visible abdominal enlargement"
R19.5,"abdominal tenderness, abdominal pain, bloating, discomfort, guarding"
R19.6,"abdominal tenderness, abdominal bloating, abdominal pain, abnormal bowel sounds, guarding abdomen"
R19.8,"abdominal bloating, abnormal bowel sounds, abdominal tenderness, visible abdominal distension, rectal discomfort"
R20.0,"tingling, numbness, prickling sensation, pins and needles, limb discomfort"
R20.1,"numbness, tingling, lack of sensation, prickling sensation, pins and needles"
R20.2,"numbness, tingling sensation, reduced sensation, pins and needles feeling, abnormal skin sensitivity"
R20.3,"tingling sensation, prickling sensation, pins and needles, abnormal skin sensation, paresthesia"
R20.8,"numbness, tingling, abnormal skin sensations, crawling sensation, pricking"
R21,"skin rash, redness, itching, inflammation, discoloration"
R22.0,"localized swelling, palpable lump, skin induration, thickened tissue, localized mass"
R22.1,"swelling, localized enlargement, inflammation, lump, edema"
R22.2,"localized swelling, palpable lump, tissue swelling, skin firmness, subcutaneous mass"
R22.3,"localized swelling, localized lump, palpable mass, tenderness, induration"
R22.4,"localized swelling, localized mass, localized lump, visible bulge, palpable abnormality"
R22.7,"localized swelling, mass, lump, skin thickening, soft tissue firmness"
R22.9,"swelling, localized inflammation, puffiness, abnormal lump, edema"
R23.0,"skin discoloration, redness, bruising, blue skin, pallor"
R23.1,"skin discoloration, redness, blotchy skin, pigmentation changes, unusual skin patches"
R23.2,"itching, redness, irritation, tingling, discomfort"
R23.3,"skin discoloration, abnormal skin pigmentation, patches on the skin, uneven skin tone, localized color changes"
R23.4,"skin discoloration, unusual skin pigmentation, patchy skin appearance, mottled skin, abnormal skin tone"
R23.8,"skin discoloration, abnormal skin texture, skin swelling, unspecified skin changes, localized skin tenderness"
R25.0,"involuntary muscle twitching, muscle spasms, repetitive jerking movements, clonic contractions, sudden muscle jerks"
R25.1,"tremors, shaking, involuntary movements, rhythmic muscle contractions, unsteady hands"
R25.2,"tremors, involuntary shaking, rhythmic muscle contractions, trembling hands, shaking legs"
R25.3,"involuntary jerky movements, muscle twitching, spastic tremors, clonus, uncontrollable muscle spasms"
R25.8,"involuntary movements, twitching, spasms, tremors, abnormal limb jerking"
R26.0,"unsteady gait, difficulty walking, imbalance, frequent falls, swaying while standing"
R26.1,"difficulty walking, unsteady gait, imbalance, swaying while walking, frequent tripping"
R26.2,"unsteady gait, difficulty walking, swaying while standing, stumbling, poor balance"
R26.3,"unsteady gait, difficulty walking, balance issues, frequent stumbling, impaired coordination"
R26.8,"unsteady gait, difficulty walking, abnormal walking movements, balance problems, swaying while walking"
R27.0,"difficulty walking, unsteadiness, clumsiness, poor coordination, abnormal gait patterns"
R27.8,"difficulty walking, abnormal gait, uncoordinated movements, clumsiness, imbalance"
R29.0,"loss of reflexes, decreased muscle tone, absent deep tendon reflex, flaccid paralysis, limb hypotonia"
R29.1,"impaired balance, difficulty walking, unsteady gait, dizziness, clumsiness"
R29.2,"unsteadiness, impaired coordination, difficulty walking, loss of balance, frequent falls"
R29.3,"abnormal posture, limb stiffness, impaired coordination, muscle rigidity, difficulty in movement"
R29.4,"muscle stiffness, reduced range of motion, involuntary muscle contractions, pain during movement, difficulty performing coordinated actions"
R29.6,"loss of muscle coordination, difficulty walking, unsteady movements, impaired hand-eye coordination, clumsiness"
R29.8,"muscle weakness, impaired coordination, abnormal reflexes, difficulty walking, decreased motor control"
R30.0,"dysuria, painful urination, discomfort during urination, burning sensation, frequent urge to urinate"
R30.1,"dysuria, burning sensation during urination, frequent urination, discomfort in the urethra, pain while urinating"
R30.9,"painful urination, urinary discomfort, burning sensation, bladder pain, pelvic pressure"
R31,"blood in urine, pink or red discoloration, cloudy urine, pain during urination, frequent urination"
R32,"urinary incontinence, involuntary urine leakage, loss of bladder control, uncontrolled urination, accidental urine release"
R33,"urinary retention, difficulty urinating, incomplete bladder emptying, weak urine stream, abdominal discomfort"
R34,"inability to urinate, reduced urine flow, painful urination, abdominal discomfort, urgency without output"
R35,"frequent urination, urgency to urinate, small urine output, nocturia, inability to fully empty bladder"
R36,"weak urine stream, difficulty urinating, incomplete bladder emptying, urinary dribbling, urinary hesitancy"
R39.0,"urinary frequency, urgency, nocturia, dysuria, incomplete bladder emptying"
R39.1,"painful urination, burning sensation during urination, frequent urge to urinate, difficulty starting urination, discomfort in the lower abdomen"
R39.2,"frequent urination, urgency to urinate, burning sensation during urination, small urine volume, difficulty holding urine"
R39.8,"bladder pain, difficulty urinating, frequent urination, weak urine stream, post-void dribbling"
R40.0,"altered consciousness, drowsiness, confusion, mental fog, difficulty in concentration"
R40.1,"decreased alertness, confusion, drowsiness, difficulty staying awake, unresponsiveness"
R40.2,"decreased responsiveness, difficulty waking, reduced awareness, altered mental state, unresponsiveness"
R41.0,"memory loss, forgetfulness, difficulty recalling information, short-term memory impairment, long-term memory issues"
R41.1,"memory loss, forgetfulness, difficulty concentrating, confusion, impaired recall"
R41.2,"memory loss, difficulty concentrating, confusion, disorientation, forgetfulness"
R41.3,"memory loss, forgetfulness, difficulty concentrating, confusion, trouble retaining new information"
R41.8,"memory loss, confusion, poor concentration, disorientation, forgetfulness"
R42,"dizziness, lightheadedness, unsteadiness, vertigo, sensation of spinning"
R43.0,"loss of taste, impaired taste perception, abnormal taste, diminished taste sensitivity, distortion of taste sensation"
R43.1,"loss of taste, altered taste sensation, inability to distinguish flavors, distorted sense of taste, complete absence of taste"
R43.2,"loss of taste, decreased ability to taste, distortion of taste, altered taste perception, metallic taste"
R43.8,"altered taste, loss of smell, distortion of smell, parosmia, phantosmia"
R44.0,"hallucinations, false perceptions, hearing voices, seeing things, sensory disturbances"
R44.1,"hallucinations, visual disturbances, auditory distortions, sensory perception changes, altered reality"
R44.2,"hallucinations, auditory perception changes, sensory disturbances, hearing voices, altered reality awareness"
R44.3,"hallucinations, visual disturbances, hearing non-existent sounds, sensory misperceptions, altered reality awareness"
R44.8,"hallucinations, altered perception, sensory disturbances, derealization, depersonalization"
R45.0,"low mood, sadness, emotional distress, tearfulness, despondency"
R45.1,"sadness, hopelessness, tearfulness, lack of interest, emotional distress"
R45.2,"anxiety, restlessness, excessive worry, irritability, difficulty concentrating"
R45.3,"feelings of anger, uncontrollable rage, irritability, hostile behavior, difficulty calming down"
R45.4,"irritability, anger, frustration, emotional outbursts, agitation"
R45.5,"irritability, emotional outbursts, agitation, mood swings, frustration"
R45.6,"anxiety, restlessness, nervousness, tension, excessive worry"
R45.7,"agitation, emotional distress, irritability, restlessness, excessive worry"
R45.8,"mood swings, irritability, emotional instability, feelings of hopelessness, anxiety"
R46.0,"confusion, disorientation, altered awareness, memory impairment, inability to focus"
R46.1,"confusion, disorientation, poor decision-making, unfamiliarity with surroundings, altered awareness"
R46.2,"confusion, disorientation, impaired judgment, altered perception of reality, decreased awareness"
R46.3,"aggression, impulsivity, agitation, disruptive behavior, emotional outbursts"
R46.4,"irritability, anger outbursts, mood swings, impulsivity, frustration"
R46.5,"hostility, aggression, irritability, uncooperative behavior, verbal outbursts"
R46.6,"agitation, emotional distress, restlessness, aggressive behavior, irritability"
R46.7,"abnormal social behavior, inappropriate emotional responses, unconventional communication patterns, difficulty adhering to norms, odd or eccentric behavior"
R46.8,"confused behavior, inappropriate emotional responses, eccentric speech, unusual mannerisms, bizarre social interactions"
R47.0,"slurred speech, difficulty articulating words, speech distortion, trouble pronouncing correctly, unclear speech"
R47.1,"speech slurring, slowed speech, unclear articulation, difficulty speaking, impaired speech coordination"
R47.8,"speech disturbances, difficulty speaking, slurred speech, unclear articulation, speech irregularities"
R48.0,"difficulty reading, trouble writing, impaired comprehension of symbols, challenges with calculation, disrupted recognition of characters"
R48.1,"difficulty reading, impaired writing, trouble recognizing letters, difficulty processing words, disrupted language comprehension"
R48.2,"difficulty reading, impaired writing, trouble understanding symbols, problems recognizing letters, issues with object naming"
R48.8,"speech disturbances, difficulty reading, writing difficulties, impaired recognition of symbols, language-processing issues"
R49.0,"hoarseness, raspy voice, strained voice, loss of vocal pitch, vocal fatigue"
R49.1,"hoarseness, weak voice, raspy voice, breathy voice, vocal fatigue"
R49.2,"hoarseness, voice fatigue, weak voice, altered vocal quality, difficulty projecting voice"
R49.8,"voice fatigue, speech hoarseness, abnormal vocal pitch, inconsistent voice quality, strained vocalization"
R50.2,"fever, chills, fatigue, headache, general malaise"
R50.8,"fever, chills, fatigue, body aches, headache"
R50.9,"fever, chills, sweating, fatigue, headache"
R51,"headache, pressure in head, throbbing pain, localized head pain, generalized head discomfort"
R52.0,"chronic pain, pain lasting >3 months, persistent discomfort, long-term somatic pain, impact on daily activities"
R52.1,"chronic pain, persistent discomfort, aching sensation, stiffness, long-lasting sensitivity"
R52.2,"chronic pain, persistent discomfort, long-lasting pain, constant ache, ongoing pain"
R52.9,"pain, discomfort, aching, soreness, throbbing"
R53,"fatigue, weakness, malaise, lack of energy, tiredness"
R54,"fatigue, muscle weakness, decreased mobility, joint pain, impaired balance"
R55,"fainting, lightheadedness, dizziness, temporary loss of consciousness, feeling weak"
R56.0,"seizures, abnormal body movements, loss of consciousness, muscle rigidity, confusion"
R56.8,"seizures, convulsions, abnormal movements, fainting, muscle spasms"
R57.0,"low blood pressure, rapid heart rate, cold and clammy skin, confusion, weak pulse"
R57.1,"low blood pressure, rapid heart rate, cold and clammy skin, confusion, reduced urine output"
R57.2,"low blood pressure, rapid breathing, cold skin, confusion, reduced urine output"
R57.8,"hypotension, dizziness, fainting, cold extremities, rapid breathing"
R57.9,"low blood pressure, rapid heartbeat, confusion, cold/clammy skin, reduced urine output"
R58,"bruising, prolonged bleeding, spontaneous bleeding, nosebleeds, blood in urine"
R59.0,"swollen lymph nodes, localized tenderness, visible lump under skin, reduced range of motion, mild fever"
R59.1,"swollen lymph nodes, painless lumps, fatigue, fever, night sweats"
R59.9,"swollen lymph nodes, tenderness in lymph nodes, fatigue, fever, night sweats"
R60.0,"swelling, puffiness, fluid retention, heaviness, skin tightness"
R60.1,"swelling in arms, swelling in legs, puffiness, tissue tightness, restricted joint movement"
R60.9,"swelling, puffiness, fluid retention, localized edema, generalized edema"
R61.0,"excessive sweating, night sweats, clammy skin, cold sweats, profuse perspiration"
R61.1,"excessive sweating, night sweats, hot flashes, persistent sweating, cold sweats"
R61.9,"excessive sweating, night sweats, cold sweats, generalized sweating, unexplained perspiration"
R62.0,"delayed growth, short stature, delayed milestones, failure to thrive, slow development"
R62.8,"delayed milestones, slow growth, developmental delays, motor skill difficulties, speech and language delays"
R62.9,"delayed milestones, failure to thrive, developmental delay, abnormal growth pattern, unspecified developmental disorder"
R63.0,"loss of appetite, lack of interest in food, unintentional weight loss, early satiety, general fatigue"
R63.1,"loss of appetite, decreased food intake, unintentional weight loss, aversion to eating, difficulty swallowing"
R63.2,"loss of appetite, decreased interest in food, early satiety, unintentional weight loss, fatigue"
R63.3,"decreased appetite, weight loss, fatigue, weakness, malnutrition"
R63.4,"weight loss, decreased appetite, malnutrition, fatigue, muscle wasting"
R63.5,"weight loss, fatigue, decreased appetite, muscle weakness, malnutrition"
R63.6,"weight loss, fatigue, decreased appetite, muscle weakness, malnutrition"
R63.8,"weight fluctuations, appetite loss, abnormal eating habits, food aversion, polyphagia"
R64,"weight loss, fatigue, weakness, decreased appetite, general decline in function"
R65.0,"fever, rapid heart rate, rapid breathing, low blood pressure, elevated white blood cell count"
R65.1,"fever, rapid heart rate, rapid breathing, confusion, low blood pressure"
R65.2,"fever, hypotension, tachycardia, altered mental status, organ dysfunction"
R65.3,"fever, hypotension, tachycardia, altered mental status, organ dysfunction"
R65.9,"fever, rapid heart rate, low blood pressure, confusion, shortness of breath"
R68.0,"fever, chills, malaise, fatigue, generalized weakness"
R68.1,"fussy infant, persistent crying, inconsolability, irritability, excessive fussiness"
R68.2,"fever, fatigue, chills, malaise, generalized pain"
R68.3,"fever, fatigue, weight loss, night sweats, loss of appetite"
R68.8,"fatigue, dizziness, generalized pain, weakness, malaise"
